year_rating,genres,rating
2018,Drama|Horror|Sci-Fi,3.0
2018,Drama|Horror|Sci-Fi|Thriller,4.0
2018,Drama|Horror|Thriller,2.9444444444444446
2018,Drama|Musical,2.5
2018,Drama|Musical|Romance,3.5
2018,Drama|Musical|Romance|IMAX,3.3333333333333335
2018,Drama|Mystery,3.6
2018,Drama|Mystery|Romance,3.6666666666666665
2018,Drama|Mystery|Romance|Thriller,3.0
2018,Drama|Mystery|Sci-Fi,4.5
2018,Drama|Mystery|Sci-Fi|Thriller,3.85
2018,Drama|Mystery|Thriller,3.6744186046511627
2018,Drama|Romance,3.4761904761904763
2018,Drama|Romance|Sci-Fi,4.045454545454546
2018,Drama|Romance|Sci-Fi|Thriller,2.5
2018,Drama|Romance|Thriller,3.4285714285714284
2018,Drama|Romance|War,5.0
2018,Drama|Romance|War|Western,0.5
2018,Drama|Romance|Western,2.0
2018,Drama|Sci-Fi,3.5384615384615383
2018,Drama|Sci-Fi|IMAX,2.5
2018,Drama|Sci-Fi|Thriller,3.525
2018,Drama|Sci-Fi|Thriller|IMAX,3.0
2018,Drama|Sci-Fi|War,3.5
2018,Drama|Thriller,3.236842105263158
2018,Drama|Thriller|War,4.153846153846154
2018,Drama|War,3.54
2018,Drama|War|Western,3.5
2018,Drama|Western,4.285714285714286
2018,Fantasy,3.6666666666666665
2018,Fantasy|Horror,1.25
2018,Fantasy|Horror|Mystery|Romance,4.0
2018,Fantasy|Horror|Sci-Fi|Thriller,2.5
2018,Fantasy|Horror|Sci-Fi|Western,3.5
2018,Fantasy|Horror|Thriller,2.8333333333333335
2018,Fantasy|Romance,3.5
2018,Fantasy|Romance|Thriller|IMAX,1.25
2018,Fantasy|Sci-Fi,4.0
2018,Fantasy|Western,3.25
2018,Film-Noir|Mystery,4.0
2018,Film-Noir|Mystery|Thriller,4.5
2018,Horror,2.949275362318841
2018,Horror|IMAX,3.0
2018,Horror|Mystery,2.5
2018,Horror|Mystery|Sci-Fi,3.0
2018,Horror|Mystery|Sci-Fi|Thriller,3.0
2018,Horror|Mystery|Thriller,2.2857142857142856
2018,Horror|Romance,2.0
2018,Horror|Sci-Fi,3.1578947368421053
2018,Horror|Sci-Fi|Thriller,2.5
2018,Horror|Thriller,2.75
2018,Musical,2.6
2018,Musical|Romance,3.25
2018,Mystery,4.0
2018,Mystery|Romance|Sci-Fi|Thriller,5.0
2018,Mystery|Sci-Fi|Thriller,3.625
2018,Mystery|Sci-Fi|Thriller|IMAX,1.5
2018,Mystery|Thriller,4.0
2018,Romance,3.5
2018,Romance|Sci-Fi,5.0
2018,Romance|Sci-Fi|Thriller,3.5
2018,Sci-Fi,3.1285714285714286
2018,Sci-Fi|IMAX,3.5
2018,Sci-Fi|Thriller,3.5625
2018,Thriller,3.2962962962962963
2018,Western,3.611111111111111
